Household_ID,City,Latitude,House_Type,Roof_Type,Roof_Pitch,Roof_Azimuth,Floors,Financed,Year,Panel_Capacity,Shading,Generation
4BFA782776,Brisbane,-26.514377,Timber Frame,Tile,35.0,352.0,Double,Yes,2014,5880,None,11828.206
C1204F4BA3,Brisbane,-27.557475,Timber Frame,Other,25.0,352.0,Other,Yes,2019,5460,None,11446.515
A56F92A97F,Brisbane,-27.211127,Timber Frame,Tile,25.0,37.0,Double,Yes,2014,7140,Partial,11261.984
3FCA55E10F,Brisbane,,Timber Frame,Tile,30.0,271.0,,Yes,2021,5880,None,10921.032
716B89994D,Brisbane,-27.185788,Timber Frame,Tile,5.0,197.0,Other,Yes,2009,6300,Partial,8457.278
C4022B828B,Brisbane,-27.600841,Timber Frame,Tile,22.5,354.0,Single,Yes,2015,5040,None,10118.897
19E41F3262,Brisbane,-27.341788,Timber Frame,Tile,30.0,59.0,Double,Yes,2021,5040,None,10307.812
308AC4F338,Brisbane,-27.119897,,Steel,25.0,106.0,Single,No,2018,6720,None,11930.754
FB0FA40BF9,Brisbane,-27.464882,Timber Frame,Tile,25.0,,Single,No,2016,5460,None,9382.773
404E9BA5F4,Brisbane,-27.617539,Timber Frame,,20.0,149.0,,No,2021,5460,None,9518.211
2046002A5F,Brisbane,-27.561797,Timber Frame,Other,20.0,177.0,Single,Yes,2009,7140,None,10652.853
3BC77A7C2F,Brisbane,-27.471901,Timber Frame,Steel,22.5,111.0,Single,Yes,2011,5460,Partial,7151.739
E5A7490C68,Brisbane,-27.18407,Timber Frame,Tile,35.0,326.0,Double,No,2012,7140,None,13454.977
C2C3D62450,Brisbane,-27.308623,Timber Frame,Tile,10.0,163.0,Double,Yes,2020,7140,None,13170.348
8D22844B3A,Brisbane,-26.99328,Timber Frame,Tile,25.0,265.0,Single,No,2020,7140,Partial,10564.398
445B678095,Brisbane,-27.302895,Double Brick,Steel,25.0,87.0,Double,Yes,2013,5460,None,9669.667
CC3CE33EA9,Brisbane,-27.727143,Timber Frame,Steel,35.0,270.0,Double,Yes,2018,7560,None,13159.698
2BBAEAE7CA,Brisbane,-27.257959,Weatherboard,,22.5,106.0,Single,No,2009,5040,None,8175.448
229661A732,Brisbane,-27.253909,Timber Frame,,25.0,81.0,Single,Yes,2014,6300,None,11431.125
5AC3B76D4E,Brisbane,-27.558038,Timber Frame,Steel,20.0,55.0,Double,Yes,2010,7560,None,13827.561
FF8BFD9E52,Brisbane,-27.669931,Double Brick,Tile,20.0,355.0,Double,Yes,2014,6720,Partial,10662.065
CB1DBB31F1,Brisbane,-27.171681,Timber Frame,Steel,25.0,28.0,Double,No,2014,6300,Partial,10009.449
5971DFF94F,Brisbane,-27.729871,Timber Frame,Other,30.0,342.0,,Yes,2012,6720,Partial,10359.682
7C1DC9EA36,Brisbane,-27.127201,Other,Steel,30.0,196.0,Double,No,2019,5040,None,7632.506
21A93D4125,Brisbane,-27.454731,,Tile,22.5,87.0,Other,Yes,2021,5880,None,11371.293
87AB7C9581,Brisbane,-27.117578,Other,,20.0,352.0,Single,No,2013,5040,None,9950.271
7D3FB807C3,Brisbane,-27.4997,Timber Frame,Other,30.0,118.0,Double,No,2010,7980,None,12242.354
66BF7970D5,Brisbane,-27.027157,Timber Frame,Steel,30.0,58.0,Single,Yes,2011,6300,None,11665.816
DD88AE8E55,Brisbane,-27.218083,Double Brick,Tile,35.0,31.0,Other,Yes,2017,7140,None,14414.663
0EF85D77CD,Brisbane,-27.491467,Timber Frame,Steel,25.0,0.0,Double,No,2020,6720,Partial,11499.063
CCC22F3D3C,Brisbane,-27.240542,Timber Frame,Steel,22.5,22.0,Double,No,2021,6720,None,14362.333
AAB82138B5,Brisbane,-27.376436,Timber Frame,Steel,30.0,52.0,Double,Yes,2018,5460,None,10995.855
B5A04BCA00,Brisbane,-27.221422,Timber Frame,Steel,20.0,133.0,Single,Yes,2012,6300,None,10226.214
D7E76A989E,Brisbane,-27.143005,Double Brick,Tile,5.0,281.0,Other,No,2016,7140,None,13324.075
9E6837F558,Brisbane,-27.365477,Double Brick,Tile,22.5,54.0,Single,No,2018,7560,None,15077.128
0BBDE6E199,Brisbane,-27.511137,Double Brick,Steel,30.0,298.0,Double,Yes,2020,6300,Significant,6170.219
E9E7B1A893,Brisbane,-27.506842,Double Brick,Tile,22.5,332.0,Other,No,2019,7140,Partial,11728.76
019836D140,Brisbane,-26.943015,,Tile,25.0,268.0,Double,No,2012,5460,None,9348.354
8208F4241B,Brisbane,-27.418637,Timber Frame,Tile,35.0,68.0,Double,Yes,2019,7140,None,13747.837
03328AF394,Brisbane,-27.658167,,Tile,25.0,9.0,Single,No,2019,6300,None,13232.087
36FD1E5074,Brisbane,-27.121631,Timber Frame,Steel,25.0,231.0,Single,Yes,2011,5460,None,8389.736
BD2333820F,Brisbane,,Timber Frame,Tile,22.5,333.0,,Yes,2020,3360,Partial,5587.609
165EC80C3C,Brisbane,-27.366284,Double Brick,Steel,12.5,340.0,Other,Yes,2021,5880,None,12197.462
E684BE8FE8,Brisbane,-27.11765,Timber Frame,Steel,20.0,21.0,Single,Yes,2009,6720,None,12624.334
A2CA9B2F53,Brisbane,-27.342694,Timber Frame,Tile,20.0,321.0,Single,Yes,2014,7560,None,14609.992
CB94F414BF,Brisbane,-27.474721,Timber Frame,Tile,30.0,356.0,Double,Yes,2019,4620,None,9792.088
9C89081269,Brisbane,-27.426878,Timber Frame,Tile,25.0,160.0,Other,Yes,2019,6300,Partial,8053.24
5480A108E0,Brisbane,-27.187597,Timber Frame,Steel,30.0,292.0,,Yes,2010,6300,None,10992.574
A584932EF2,Brisbane,-27.348232,Double Brick,Steel,12.5,326.0,Single,Yes,2020,5880,None,12013.567
A2C4EDB0BF,Brisbane,-27.580643,Double Brick,Steel,25.0,345.0,Single,Yes,2014,8400,None,16555.853
5F88C8AEF6,Brisbane,-27.166471,Timber Frame,Steel,30.0,316.0,Single,Yes,2010,7980,None,14727.562
3C5103F320,Brisbane,-27.439712,Timber Frame,Steel,30.0,181.0,Double,Yes,2021,5880,Partial,7066.943
9C3BB8B1BF,Brisbane,-28.0531,Other,Tile,22.5,271.0,Double,Yes,2016,7980,None,14251.635
31FCD7BB9E,Brisbane,-27.307713,,Tile,35.0,262.0,Double,Yes,2016,5460,None,9151.616
E68E0E9128,Brisbane,-27.902238,Timber Frame,Tile,20.0,44.0,Single,Yes,2012,5880,None,11137.011
7DEBE1F2BB,Brisbane,-27.714863,Timber Frame,Tile,25.0,91.0,Double,Yes,2015,7560,None,13485.666
8461063D5A,Brisbane,-27.529324,Double Brick,,35.0,355.0,Single,Yes,2016,4620,None,9376.71
2BC9561F81,Brisbane,-27.110691,Timber Frame,,25.0,347.0,Double,Yes,2013,5040,Partial,7935.658
62015A2985,Brisbane,-27.469376,Timber Frame,,22.5,323.0,Double,Yes,2021,5880,Partial,9779.774
65B022E39C,Brisbane,-27.209295,Other,Tile,5.0,83.0,Single,Yes,2015,7980,Partial,11910.112
A06DEF675A,Brisbane,-27.398317,Timber Frame,Tile,25.0,328.0,Double,Yes,2012,4620,None,8787.175
A56DAEEA8B,Brisbane,-26.97051,Timber Frame,Steel,20.0,142.0,Other,No,2011,5880,None,9370.085
E428642A9B,Brisbane,-27.002079,Timber Frame,Other,25.0,311.0,Single,Yes,2019,6720,None,13591.741
356BEBD444,Brisbane,-27.47744,Timber Frame,Tile,35.0,315.0,Double,Yes,2018,6300,,12408.625
A5308D295A,Brisbane,-27.597693,Timber Frame,Steel,35.0,213.0,Double,Yes,2011,3780,Partial,4059.976
2F3A22117D,Brisbane,-27.438825,Double Brick,Steel,20.0,71.0,Other,Yes,2021,4200,Significant,4208.471
52A0D25FAA,Brisbane,-27.366903,Timber Frame,Tile,30.0,142.0,Single,No,2018,7560,None,11823.149
2973867F7C,Brisbane,-27.498471,Other,Other,20.0,35.0,Other,Yes,2018,6300,None,12876.501
A188B39BC7,Brisbane,-27.140098,Double Brick,Tile,25.0,61.0,Single,No,2020,4620,None,9300.45
FFFFF81E7B,Brisbane,-27.036107,Timber Frame,,20.0,179.0,,Yes,2010,7560,None,11473.66
C81F6180C8,Brisbane,-27.238153,Timber Frame,Steel,10.0,231.0,Other,Yes,2020,6720,None,12557.019
37A4F04A33,Brisbane,-26.864128,Double Brick,Tile,35.0,98.0,Single,Yes,2014,7140,,12043.805
F522C8B4B6,Brisbane,-27.769137,Other,Steel,25.0,55.0,Single,No,2018,5040,None,9997.718
B242593FCD,Brisbane,-27.031688,Timber Frame,Steel,30.0,335.0,Double,No,2011,5460,,10441.921
E4963EC1DD,Brisbane,-27.084267,,Tile,22.5,293.0,Double,No,2011,5460,Partial,7858.083
7BF926D951,Brisbane,-27.594002,Double Brick,Tile,20.0,202.0,Single,Yes,2015,5040,None,8130.462
485525FCDE,Brisbane,-27.107368,Double Brick,Steel,20.0,28.0,Single,Yes,2011,7140,Significant,6832.858
4F26221B54,Brisbane,-27.254097,Other,Steel,,143.0,Single,No,2011,7140,Partial,9512.988
507E23E072,Brisbane,-27.175357,Double Brick,Tile,22.5,45.0,Single,No,2016,6300,None,12614.229
59518D136A,Brisbane,-27.322227,Other,Steel,22.5,280.0,Double,Yes,2014,7560,None,13696.861
7CC3212D3F,Brisbane,-27.327935,Double Brick,Steel,30.0,331.0,Double,No,2013,5040,None,9766.618
B89FC93A67,Brisbane,-27.399081,Double Brick,Other,22.5,59.0,Single,Yes,2021,7560,Partial,12312.353
5D43295816,Brisbane,-27.438797,Timber Frame,Tile,30.0,227.0,,Yes,2019,7140,None,11344.157
656E0A797E,Brisbane,,Timber Frame,Tile,30.0,69.0,Double,No,2012,6720,None,12186.125
455FA285DF,Brisbane,-27.629287,Double Brick,Tile,30.0,138.0,Double,No,2013,5460,None,8108.89
52275E4380,Brisbane,-27.635865,Timber Frame,Other,22.5,62.0,Single,No,2015,7980,None,15122.132
E5A61147E0,Brisbane,-27.719946,Double Brick,Tile,25.0,25.0,Double,Yes,2018,6720,None,13833.861
42E1904639,Brisbane,-27.055155,Other,Tile,25.0,189.0,Single,Yes,2011,7980,,11607.634
A97CBF8AF1,Brisbane,-27.100621,Timber Frame,Tile,22.5,342.0,Double,Yes,2019,7980,None,16639.513
51EB3CE501,Brisbane,-27.634945,Double Brick,Tile,30.0,346.0,Double,Yes,2016,6300,None,12763.963
B7CC5C8EAF,Brisbane,-27.34889,Timber Frame,Tile,22.5,34.0,Single,Yes,2016,6720,None,13522.075
BAA09F8081,Brisbane,-27.498199,,Steel,20.0,179.0,Single,Yes,2012,6300,None,9711.505
DBAB55FA50,Brisbane,-27.652491,Double Brick,Tile,25.0,125.0,Single,Yes,2017,6300,None,10462.418
A2150A8A1C,Brisbane,-27.178603,Double Brick,Steel,25.0,171.0,Double,No,2012,7560,None,11126.945
72E8B094F0,Brisbane,-27.310438,Other,Tile,25.0,67.0,Single,Yes,2021,7560,Partial,12108.405
9F87CB556B,Brisbane,-27.672601,Timber Frame,Other,20.0,317.0,,Yes,2017,7560,None,14946.837
FE2A74F800,Brisbane,-27.978817,Double Brick,Tile,22.5,127.0,Single,No,2020,7140,None,12362.853
D3BA63D930,Brisbane,-27.117068,Double Brick,Steel,22.5,0.0,Single,Yes,2019,7140,None,15167.436
F86EC93694,Brisbane,-27.756935,Timber Frame,Steel,30.0,244.0,,Yes,2020,7980,Partial,10747.791
676457E6FD,Brisbane,-27.242155,Timber Frame,Steel,22.5,217.0,Single,Yes,2021,5880,None,9994.921
A012F62A08,Brisbane,-26.962275,Timber Frame,,30.0,207.0,Single,Yes,2020,6300,None,9831.326
DCED18518E,Brisbane,-27.266459,Other,Tile,25.0,59.0,Double,No,2011,9240,None,16948.67
489A3BE9AB,Brisbane,-27.495333,Timber Frame,Steel,20.0,354.0,Single,Yes,2020,6300,Partial,10664.128
8D7709106B,Brisbane,-27.407264,,Tile,25.0,237.0,Single,No,2010,6300,Partial,7712.762
B90114AF77,Brisbane,-27.266613,Timber Frame,Steel,22.5,56.0,Single,Yes,2012,5040,None,9405.554
D9C894B2F0,Brisbane,-27.495587,,Tile,22.5,103.0,Other,Yes,2017,5460,None,9698.61
87CDAF9823,Brisbane,-27.053237,Timber Frame,,25.0,46.0,Single,Yes,2021,7980,None,16836.963
36869B4415,Brisbane,-27.233943,Timber Frame,Tile,10.0,351.0,Double,No,2019,7140,,14445.893
7EF39CC437,Brisbane,-27.260303,Double Brick,Tile,35.0,165.0,Other,No,2019,2940,None,4204.653
C1549AC24A,Brisbane,-27.65859,,Steel,20.0,39.0,Double,Yes,2013,6300,None,12143.719
1E2E332927,Brisbane,-27.278524,Timber Frame,Tile,22.5,92.0,Double,No,2017,6300,None,11602.865
288CA9C7EF,Brisbane,-27.040662,Timber Frame,Steel,25.0,99.0,Double,Yes,2014,3780,None,6579.871
4BC855961B,Brisbane,-27.570901,Timber Frame,Other,30.0,304.0,Single,No,2011,7560,None,13633.41
491660F5F8,Brisbane,-27.455138,Double Brick,Tile,35.0,1.0,,No,2020,7140,None,15188.253
674A42183C,Brisbane,-27.1907,Timber Frame,Steel,5.0,284.0,,Yes,2011,5880,None,10381.226
F332781DBF,Brisbane,-27.555608,Timber Frame,Tile,25.0,67.0,,No,2020,7140,None,14093.448
9D1EAB0823,Brisbane,-27.264491,Double Brick,Other,30.0,246.0,Double,No,2021,7560,Partial,10422.802
B0CC28B5EF,Brisbane,-27.572351,Timber Frame,Tile,20.0,351.0,Double,No,2018,4620,Partial,7635.943
6A79CE9444,Brisbane,-26.99364,Timber Frame,,35.0,56.0,Double,Yes,2010,5460,Partial,7911.848
9285124A5E,Brisbane,-27.695009,Timber Frame,Steel,25.0,352.0,Other,Yes,2017,7140,None,14624.366
6D2F2615BF,Brisbane,-27.388778,Other,Steel,30.0,288.0,Double,Yes,2021,7140,None,13819.317
9C95DBBAC3,Brisbane,-27.637136,Timber Frame,Tile,10.0,320.0,Single,Yes,2021,6720,None,13635.093
0A8409C5CC,Brisbane,-27.376576,Timber Frame,Tile,35.0,4.0,Double,Yes,2013,6720,None,13256.604
9DFFB444CB,Brisbane,-27.625352,Timber Frame,Tile,22.5,149.0,Other,Yes,2013,6720,None,10458.828
3E9BC463D5,Brisbane,-27.276289,Timber Frame,Tile,35.0,288.0,Single,Yes,2010,8400,None,14155.419
AED3B89925,Brisbane,-27.376222,Timber Frame,,10.0,53.0,Double,No,2008,6720,None,11919.451
F370A0DFE1,Brisbane,-27.722154,Timber Frame,Other,,360.0,Single,Yes,2011,7560,None,14557.433
D16EBB661E,Brisbane,-27.717516,Timber Frame,Steel,22.5,103.0,Single,Yes,2011,6720,None,11134.361
76A794D74F,Brisbane,-27.456499,Double Brick,Steel,30.0,113.0,Double,Yes,2019,5040,Partial,6930.242
AFBDA151EF,Brisbane,-27.365375,Double Brick,Tile,25.0,59.0,Single,No,2018,6300,Partial,9947.649
F72690917A,Brisbane,-27.319711,Other,Steel,12.5,39.0,,Yes,2012,5880,None,11066.707
BB612F50FE,Brisbane,-27.4929,Timber Frame,Steel,25.0,12.0,Other,No,2018,7140,None,14862.559
25D6AA8DCF,Brisbane,-27.284707,Timber Frame,Tile,,339.0,,Yes,2011,5880,None,11185.684
4E082B73F9,Brisbane,-27.495943,Other,Other,10.0,321.0,Double,Yes,2013,7560,,11313.291
09BF466B79,Brisbane,-27.391758,Timber Frame,Steel,10.0,37.0,Double,Yes,2015,7140,None,13799.882
AD7710236D,Brisbane,-27.897741,Timber Frame,Tile,20.0,22.0,Double,Yes,2016,5460,None,10935.354
3222409E47,Brisbane,-27.919769,Timber Frame,Other,10.0,96.0,Single,Yes,2014,6300,None,11409.326
19C2230520,Brisbane,-27.3893,Timber Frame,Tile,30.0,79.0,Single,Yes,2019,6720,None,12798.817
4C512263B6,Brisbane,-27.385206,Timber Frame,Other,5.0,58.0,Single,Yes,2013,5880,None,10846.183
029C2A87D0,Brisbane,-27.21673,Timber Frame,Steel,35.0,302.0,Double,Yes,2018,7560,None,14442.748
EB7498CCEA,Brisbane,-27.261617,Timber Frame,Steel,12.5,209.0,Single,Yes,2020,7560,None,13747.213
FD0ADE41B9,Brisbane,-27.550861,Double Brick,,22.5,317.0,Single,Yes,2010,5880,None,10796.592
061F9144B7,Brisbane,-27.612731,Timber Frame,Colorbond,25.0,79.0,Single,Yes,2012,7560,None,13375.871
B4663216E8,Brisbane,-27.153673,Timber Frame,Tile,25.0,8.0,Double,Yes,2021,7140,None,15441.319
CE2EC5CB22,Brisbane,-27.394415,Timber Frame,Tile,30.0,49.0,Other,Yes,2010,6720,Partial,9978.445
3D5F8DA528,Brisbane,-27.567588,Timber Frame,Steel,30.0,246.0,Double,Yes,2020,5880,None,9991.0
6F5F90DF32,Brisbane,-27.299495,Double Brick,Tile,35.0,35.0,Single,No,2018,7560,None,15356.635
3E19197089,Brisbane,-27.733722,Timber Frame,Steel,12.5,162.0,Single,Yes,2017,7140,Partial,10000.538
8C7E454155,Brisbane,-27.851995,Timber Frame,Steel,20.0,249.0,Double,No,2020,5460,None,9865.231
E1F1F2AE0D,Brisbane,-27.623684,Double Brick,Tile,30.0,260.0,Double,No,2020,7140,None,12637.315
B690FF056F,Brisbane,-26.760953,Timber Frame,Steel,30.0,316.0,Other,No,2015,6300,None,12366.245
F5C1223CFC,Brisbane,-27.045151,Timber Frame,Tile,25.0,,Single,No,2017,8400,None,16433.385
D3B11F2981,Brisbane,-27.487917,Timber Frame,Tile,30.0,338.0,Single,Yes,2013,6720,Partial,10468.795
DB3037536E,Brisbane,-27.342213,Timber Frame,Other,10.0,357.0,Double,Yes,2021,5460,None,11280.051
79A45DF777,Brisbane,-27.487033,Double Brick,Tile,25.0,160.0,Double,No,2020,7560,None,12194.102
CF10E096AD,Brisbane,-27.631443,,,22.5,33.0,Single,Yes,2014,7560,None,14826.548
064F17694C,Brisbane,-27.184399,Timber Frame,Steel,20.0,156.0,Double,No,2012,7980,None,12639.974
5B0FE33731,Brisbane,-27.071192,Timber Frame,Tile,25.0,159.0,Single,Yes,2011,5880,Partial,6945.819
C0025567FF,Brisbane,-27.220979,,,22.5,113.0,Other,Yes,2011,6720,None,11017.032
2713C61E06,Brisbane,-27.23683,Timber Frame,Tile,35.0,359.0,Single,No,2009,6720,Partial,10192.114
67A7914C02,Brisbane,-27.212323,Timber Frame,Steel,30.0,360.0,Double,No,2010,6720,None,13029.895
88A37217B0,Brisbane,-27.440553,Timber Frame,Steel,20.0,177.0,Single,No,2019,7140,Partial,9517.779
DF3D6257BA,Brisbane,-27.093933,Timber Frame,Tile,25.0,182.0,Other,No,2019,6300,Partial,7945.946
BB46B82ADD,Brisbane,-27.53802,Double Brick,Tile,25.0,234.0,Other,Yes,2016,6720,Partial,8716.524
9A01BE31D2,Brisbane,-27.536133,,Tile,35.0,326.0,Single,No,2021,6720,None,13855.385
1783E56946,Brisbane,-27.598043,Timber Frame,Other,30.0,107.0,Single,Yes,2009,4200,,6607.887
1BB643E74B,Brisbane,-27.068436,Other,Tile,35.0,104.0,Single,No,2019,6300,Partial,8774.732
E072D63E40,Brisbane,-27.44969,Timber Frame,Other,22.5,278.0,Single,Yes,2010,6300,None,10842.533
FC7732C463,Sydney,-33.975428,Double Brick,Steel,25.0,,,No,2021,5880,None,10003.011
296831A47A,Sydney,-34.024671,Double Brick,,25.0,32.0,Other,Yes,2015,6720,None,11803.115
5408721250,Sydney,,Timber Frame,Steel,35.0,288.0,Double,Yes,2021,7140,Partial,9674.221
90442F5603,Sydney,-33.863107,Timber Frame,,25.0,92.0,Other,Yes,2018,7140,Significant,5631.627
08B4A8C95A,Sydney,-33.848074,Timber Frame,Tile,20.0,23.0,Single,Yes,2019,4620,None,8494.402
CBF8F21B79,Sydney,-33.969572,Other,Tile,22.5,172.0,Single,No,2010,7140,None,8790.654
5F766AD691,Sydney,-33.946251,Timber Frame,,25.0,33.0,Double,No,2018,6720,None,12189.228
07102904D6,Sydney,-33.243157,Double Brick,Steel,22.5,,Single,Yes,2012,5460,None,7627.902
431DCDC23C,Sydney,-33.472501,Timber Frame,Steel,35.0,299.0,Double,Yes,2016,6300,None,10533.566
AC64FDA895,Sydney,,Timber Frame,Steel,20.0,352.0,Single,Yes,2020,5880,Partial,8856.356
5A08C246F7,Sydney,-34.038706,Timber Frame,Tile,25.0,359.0,Double,No,2019,6300,None,11869.048
252C481069,Sydney,-34.133435,Timber Frame,Tile,30.0,18.0,Single,No,2012,6300,None,10895.205
550403C837,Sydney,-33.662713,Timber Frame,,35.0,192.0,Single,Yes,2019,6720,Significant,3920.842
1C15084237,Sydney,-33.941083,Double Brick,Tile,22.5,7.0,Single,Yes,2021,7140,None,13624.548
032EBE6DA3,Sydney,-33.728998,Timber Frame,Steel,5.0,1.0,Double,Yes,2011,4620,None,7348.185
10EE330EAC,Sydney,-34.042473,Timber Frame,Tile,25.0,66.0,Double,Yes,2012,7140,None,11188.992
4BB713D181,Sydney,-34.22802,Timber Frame,Steel,35.0,55.0,Other,Yes,2012,7140,,11477.115
744D574ED6,Sydney,,Timber Frame,Tile,20.0,48.0,Single,Yes,2021,7560,None,13869.894
41FB725387,Sydney,-34.267761,Double Brick,Tile,25.0,54.0,Single,No,2020,6300,None,11131.479
7CF21B54ED,Sydney,-33.894692,Timber Frame,Steel,20.0,53.0,Single,No,2014,6720,None,11325.532
78100AD38E,Sydney,-33.577599,Double Brick,Steel,30.0,98.0,,Yes,2011,5460,None,7687.817
A82B035D24,Sydney,-33.923182,,Tile,35.0,287.0,Single,Yes,2012,5040,None,7694.366
DCED370291,Sydney,-34.26546,Double Brick,,30.0,39.0,Double,No,2019,7140,None,12952.096
9E3BBA45DE,Sydney,-33.914241,Timber Frame,Other,20.0,358.0,Double,Yes,2011,5880,Partial,8063.915
34DE577071,Sydney,-33.830446,Timber Frame,Steel,25.0,129.0,,Yes,2018,5460,Partial,6137.096
3D77AE4023,Sydney,-33.993832,Timber Frame,Tile,25.0,359.0,Other,Yes,2017,5460,None,10081.679
504CF9B5B9,Sydney,-34.244424,Double Brick,Tile,22.5,21.0,Double,Yes,2015,5460,None,9621.507
09F89A4399,Sydney,-33.530824,Other,Steel,22.5,243.0,Single,Yes,2014,7560,None,10855.756
D73C0A06C9,Sydney,-33.870165,Timber Frame,Tile,20.0,280.0,Double,No,2015,6720,None,10808.061
C1317A4B30,Sydney,-34.077356,Timber Frame,,30.0,359.0,Single,No,2012,4620,None,8147.551
D0494FC0EA,Sydney,-34.024925,Double Brick,Steel,35.0,353.0,Other,Yes,2020,7140,None,13572.461
E8F2FF0D56,Sydney,,,Steel,20.0,268.0,Double,No,2019,7560,None,12416.479
1F1C35A03A,Sydney,-33.781594,,Steel,35.0,351.0,Double,Yes,2012,6300,,11019.877
6906EE4DF3,Sydney,-33.796843,Timber Frame,Tile,25.0,291.0,Double,No,2021,5040,Partial,7105.582
2129F2EA5A,Sydney,-33.973293,Timber Frame,Tile,20.0,308.0,Single,Yes,2021,7140,None,12946.203
A37FEFD439,Sydney,-33.612754,Timber Frame,Colorbond,35.0,339.0,Other,No,2013,7560,None,13234.516
AE3B160027,Sydney,-33.826648,Other,Tile,10.0,255.0,Other,Yes,2012,6300,None,9553.916
CF7911486F,Sydney,-34.246753,Other,Tile,20.0,237.0,Double,Yes,2019,6300,None,9499.944
E17ED058CD,Sydney,-34.019988,Double Brick,Tile,20.0,323.0,Double,Yes,2015,5880,None,10220.112
ED8AF34F59,Sydney,-33.561043,Other,Steel,12.5,28.0,Single,Yes,2011,5880,,9658.702
6E28429EDD,Sydney,-33.891335,Timber Frame,,22.5,65.0,Other,Yes,2010,6300,None,9787.877
D9D2A60191,Sydney,-33.384121,,Tile,20.0,193.0,Double,Yes,2020,7980,None,11518.514
78377C027B,Sydney,-33.684015,Double Brick,Tile,25.0,97.0,Double,Yes,2018,7140,None,11104.71
4B6D975145,Sydney,-33.899235,Double Brick,Tile,20.0,245.0,Other,Yes,2012,7560,Significant,5422.25
25368294D0,Sydney,-33.465971,Double Brick,Steel,12.5,177.0,Other,Yes,2020,5460,Partial,6726.369
0F5115313C,Sydney,-33.603653,Double Brick,Tile,35.0,20.0,Double,No,2014,5040,None,8902.475
EBCAD7E049,Sydney,-34.049765,Other,Steel,30.0,303.0,Single,No,2012,5460,None,8878.157
481F49075F,Sydney,-34.070504,Timber Frame,Tile,20.0,109.0,Double,No,2016,5460,None,8257.902
38EBAB2F09,Sydney,-33.822362,Timber Frame,Other,22.5,238.0,Single,Yes,2019,6720,None,10007.108
55792271B0,Sydney,-33.866584,Timber Frame,Tile,22.5,69.0,Double,Yes,2019,6720,Partial,9133.595
9849A4176D,Sydney,-34.043913,Timber Frame,Tile,30.0,184.0,Single,Yes,2008,7140,None,7668.017
131E3D38F6,Sydney,-34.156589,Timber Frame,Tile,20.0,237.0,Double,No,2020,6300,Significant,4807.927
70BA2E8F21,Sydney,-33.502927,Double Brick,Tile,25.0,85.0,Double,Yes,2021,7140,None,11913.223
F27D4A3B84,Sydney,-33.795897,Double Brick,Other,25.0,273.0,Double,No,2010,5880,None,8758.662
B632884555,Sydney,-33.680751,Other,Tile,20.0,8.0,Double,Yes,2015,7560,None,13526.747
EED0D9CDF3,Sydney,-33.650757,Timber Frame,Steel,30.0,271.0,,Yes,2017,6300,None,9975.849
097B97A389,Sydney,-33.886836,Timber Frame,Other,30.0,,Single,Yes,2015,8400,Partial,11020.186
42A5F91E83,Sydney,-34.159097,Timber Frame,Tile,25.0,316.0,Single,Yes,2020,7980,None,14535.94
2287651E14,Sydney,-33.966036,Double Brick,Tile,30.0,298.0,Double,No,2020,5880,None,10295.691
5972EB1ADC,Sydney,-33.809637,,Tile,22.5,224.0,Other,No,2014,8400,Significant,5724.706
D81D09955D,Sydney,-34.054283,Timber Frame,Tile,25.0,314.0,Double,Yes,2017,7140,None,12590.558
CF2BB61CB9,Sydney,-33.922858,,Tile,30.0,100.0,Single,No,2010,6300,None,8633.333
2F9EDD3A25,Sydney,-33.989957,Other,Steel,25.0,296.0,Single,Yes,2021,6720,None,11930.685
4DAE938B8B,Sydney,-33.765275,Timber Frame,Tile,12.5,344.0,Single,Yes,2021,4200,None,7735.179
F43E48F951,Sydney,-34.141655,Timber Frame,Other,25.0,285.0,Double,No,2020,6720,None,11460.377
96C92DB1C1,Sydney,-33.565389,Timber Frame,Steel,25.0,65.0,Single,Yes,2012,7560,Partial,9604.392
6F2AF38E6C,Sydney,-34.062546,Timber Frame,Tile,30.0,224.0,Other,No,2017,6720,None,8759.817
C9C4FC8020,Sydney,-34.119267,Timber Frame,Steel,30.0,232.0,Single,Yes,2011,5040,None,6336.815
D2EF9CB04A,Sydney,-34.081773,Timber Frame,Tile,20.0,72.0,Single,Yes,2020,6300,None,10835.992
2EE7F7888A,Sydney,-33.809435,Timber Frame,Tile,12.5,194.0,Single,No,2011,6300,None,8856.254
54DEEBDD44,Sydney,-34.180326,Timber Frame,Steel,25.0,359.0,Double,Yes,2011,3780,Partial,5214.252
180BE8052A,Sydney,-33.576092,Timber Frame,Tile,30.0,287.0,Single,Yes,2013,6300,None,9996.018
1A151F150B,Sydney,-33.887284,Timber Frame,Steel,20.0,150.0,Double,Yes,2011,4620,None,6100.292
47B794F582,Sydney,-33.789871,Double Brick,Tile,12.5,29.0,Double,No,2021,5880,None,10695.618
F10763E88C,Sydney,,Double Brick,Tile,35.0,224.0,,No,2020,6300,Partial,6465.21
D57E0B40B3,Sydney,-33.846717,Timber Frame,Steel,22.5,333.0,Single,No,2011,4200,None,7073.67
0F0BEF9714,Sydney,-33.608046,Other,Other,25.0,194.0,Other,Yes,2012,6720,None,8284.705
DD76B37B0F,Sydney,-33.751238,Double Brick,Other,30.0,307.0,Single,Yes,2020,5880,Significant,5290.971
